word,frequency_rank,band
teaching,1969,high
toward,1970,high
transfer,1971,high
upper,1972,high
useful,1973,high
valley,1974,high
watched,1975,high
willing,1976,high
windows,1977,high
zone,1978,high
accident,1979,high
advanced,1980,high
alternative,1981,high
anywhere,1982,high
articles,1983,high
awards,1984,high
bear,1985,high
boat,1986,high
bringing,1987,high
capacity,1988,high
cheap,1989,high
climate,1990,high
communities,1991,high
discussion,1992,high
drinking,1993,high
duty,1994,high
fantastic,1995,high
feelings,1996,high
flying,1997,high
governor,1998,high
hundred,2000,high
industrial,2001,high
joint,2002,high
mix,2003,high
museum,2004,high
options,2005,high
path,2006,high
plants,2007,high
policies,2008,high
promise,2009,high
proposed,2010,high
purchase,2011,high
rain,2012,high
remove,2013,high
signs,2014,high
spending,2015,high
steel,2016,high
steve,2017,high
supporting,2018,high
terrible,2019,high
tired,2021,high
treated,2022,high
turning,2023,high
vice,2024,high
warm,2025,high
afraid,2027,high
arts,2028,high
beer,2029,high
border,2030,high
canadian,2031,high
command,2032,high
crew,2033,high
crowd,2034,high
dating,2035,high
dick,2036,high
elements,2037,high
enemy,2038,high
ensure,2039,high
environmental,2040,high
filled,2041,high
fixed,2042,high
forest,2043,high
intelligence,2044,high
intended,2045,high
labour,2046,high
limit,2047,high
moon,2048,high
ocean,2049,high
powers,2050,high
profit,2051,high
proof,2052,high
republican,2053,high
soldiers,2054,high
suit,2055,high
wins,2056,high
appearance,2058,high
asian,2059,high
attorney,2060,high
banks,2061,high
behavior,2062,high
ben,2063,high
bodies,2064,high
brothers,2065,high
buildings,2066,high
chair,2067,high
creating,2068,high
debt,2069,high
domestic,2070,high
expensive,2071,high
grew,2072,high
historical,2073,high
homes,2074,high
honestly,2075,high
honor,2076,high
im,2077,high
jump,2078,high
launch,2079,high
listed,2080,high
minimum,2081,high
native,2082,high
noted,2083,high
originally,2084,high
planned,2085,high
pm,2086,high
ray,2087,high
sets,2088,high
suddenly,2089,high
supreme,2090,high
survey,2091,high
tech,2092,high
trees,2093,high
update,2094,high
user,2095,high
writer,2096,high
yellow,2097,high
younger,2098,high
ancient,2099,high
attacks,2100,high
charges,2101,high
combined,2102,high
communication,2103,high
connected,2104,high
contains,2105,high
download,2106,high
email,2107,high
ending,2108,high
exercise,2109,high
express,2110,high
flow,2111,high
formed,2112,high
girlfriend,2113,high
hero,2114,high
illegal,2115,high
increasing,2116,high
joke,2117,high
loan,2118,high
methods,2119,high
officials,2120,high
performed,2122,high
planet,2123,high
relationships,2124,high
restaurant,2125,high
scotland,2126,high
selected,2127,high
shared,2128,high
shopping,2129,high
soft,2130,high
stuck,2131,high
sugar,2132,high
suggested,2133,high
supported,2134,high
surprised,2135,high
taught,2136,high
transport,2137,high
accepted,2139,high
adding,2140,high
affairs,2141,high
allows,2142,high
appeal,2143,high
applied,2144,high
appropriate,2145,high
artists,2146,high
boston,2147,high
ca,2148,high
confirmed,2149,high
device,2150,high
drama,2151,high
entry,2152,high
era,2153,high
factor,2154,high
feed,2155,high
golden,2156,high
grant,2157,high
grown,2158,high
heads,2159,high
hoping,2160,high
keeps,2161,high
lawyer,2162,high
legs,2163,high
lying,2164,high
measures,2165,high
mistake,2166,high
ms,2167,high
muslim,2168,high
organizations,2169,high
platform,2170,high
pool,2171,high
pulled,2172,high
regarding,2173,high
relations,2174,high
requires,2175,high
route,2176,high
saved,2177,high
schedule,2178,high
scientific,2179,high
shoes,2180,high
smoke,2181,high
squad,2182,high
teach,2183,high
testing,2184,high
tests,2185,high
values,2186,high
walked,2187,high
williams,2188,high
ya,2189,high
abuse,2190,high
angry,2191,high
businesses,2192,high
candidate,2193,high
comfortable,2194,high
concern,2195,high
developing,2196,high
discuss,2197,high
elections,2198,high
emotional,2199,high
et,2200,high
everywhere,2201,high
facilities,2202,high
falling,2203,high
fox,2204,high
guns,2205,high
hole,2206,high
holiday,2207,high
interests,2208,high
internal,2209,high
ireland,2210,high
italian,2211,high
italy,2212,high
jersey,2213,high
laugh,2214,high
leg,2215,high
letters,2216,high
liberal,2217,high
listening,2218,high
ll,2219,high
loves,2220,high
lunch,2221,high
max,2222,high
milk,2223,high
pack,2224,high
payment,2225,high
perform,2226,high
recorded,2227,high
relatively,2228,high
sector,2229,high
sharing,2230,high
snow,2231,high
storm,2232,high
streets,2233,high
strike,2234,high
studio,2235,high
sub,2236,high
weak,2237,high
youtube,2238,high
actor,2240,high
advance,2241,high
apartment,2242,high
asia,2243,high
chain,2244,high
chapter,2245,high
committed,2246,high
confidence,2247,high
cook,2248,high
cute,2249,high
equal,2250,high
fake,2251,high
finance,2252,high
focused,2253,high
hits,2254,high
identity,2255,high
journey,2256,high
kitchen,2257,high
korea,2258,high
leads,2259,high
maintain,2260,high
measure,2261,high
mm,2262,high
numerous,2263,high
owners,2264,high
posts,2265,high
properties,2266,high
quiet,2267,high
revealed,2268,high
specifically,2269,high
split,2270,high
task,2271,high
taxes,2272,high
taylor,2273,high
twenty,2274,high
urban,2275,high
acts,2276,high
affected,2277,high
aircraft,2278,high
applications,2279,high
approved,2280,high
approximately,2281,high
argument,2282,high
arrested,2283,high
claimed,2284,high
conflict,2285,high
considering,2286,high
corporate,2287,high
debate,2288,high
determined,2289,high
distribution,2290,high
documents,2291,high
escape,2292,high
extended,2293,high
factors,2294,high
faster,2295,high
fault,2296,high
fill,2297,high
films,2298,high
flowers,2299,high
friendly,2300,high
ladies,2301,high
lay,2302,high
lights,2303,high
millions,2304,high
mixed,2305,high
phase,2306,high
properly,2307,high
pure,2308,high
reduced,2309,high
requirements,2310,high
residents,2311,high
revenue,2312,high
sam,2313,high
sat,2314,high
secure,2315,high
smile,2316,high
strange,2317,high
talent,2318,high
temperature,2319,high
thousand,2320,high
tony,2321,high
troops,2322,high
truck,2323,high
votes,2324,high
ah,2325,high
authorities,2326,high
basically,2327,high
besides,2328,high
bird,2329,high
blame,2330,high
bob,2331,high
bowl,2332,high
causes,2333,high
chicken,2334,high
collected,2335,high
context,2336,high
coverage,2337,high
determine,2338,high
display,2339,high
dying,2340,high
elected,2341,high
examples,2342,high
experienced,2343,high
falls,2344,high
false,2345,high
fired,2346,high
forgot,2347,high
funding,2348,high
identified,2349,high
iii,2350,high
incredible,2351,high
inspired,2352,high
launched,2353,high
ma,2354,high
meat,2355,high
ministry,2356,high
mode,2357,high
neck,2358,high
noticed,2359,high
novel,2360,high
obvious,2361,high
passing,2362,high
positions,2363,high
remaining,2364,high
scored,2365,high
shirt,2366,high
shots,2367,high
slowly,2368,high
stadium,2369,high
stores,2370,high
surgery,2371,high
trading,2372,high
tuesday,2373,high
vision,2374,high
whenever,2375,high
worried,2376,high
zero,2377,high
alex,2378,high
allowing,2379,high
begins,2380,high
champion,2381,high
charged,2382,high
cream,2383,high
crisis,2384,high
daniel,2385,high
delivered,2386,high
editor,2387,high
estimated,2388,high
eu,2389,high
giant,2390,high
iran,2391,high
jail,2392,high
jim,2393,high
kingdom,2394,high
literature,2395,high
mayor,2396,high
minor,2397,high
moments,2398,high
opposite,2399,high
orange,2400,high
ourselves,2401,high
pages,2402,high
remained,2403,high
selection,2404,high
serving,2405,high
signal,2406,high
stream,2407,high
struggle,2408,high
suicide,2409,high
talked,2410,high
theme,2411,high
thursday,2412,high
tiny,2413,high
typically,2414,high
un,2415,high
unfortunately,2416,high
usual,2417,high
vehicles,2418,high
virginia,2419,high
voted,2420,high
voting,2421,high
walls,2422,high
wave,2423,high
alcohol,2424,high
assembly,2425,high
breakfast,2426,high
bright,2427,high
brings,2428,high
capable,2429,high
carrying,2430,high
chosen,2431,high
combination,2432,high
conservative,2433,high
customer,2434,high
cutting,2435,high
desire,2436,high
destroyed,2437,high
draft,2438,high
drunk,2439,high
essential,2440,high
fail,2441,high
familiar,2442,high
finds,2443,high
granted,2444,high
guilty,2445,high
humans,2446,high
hundreds,2447,high
id,2448,high
improved,2449,high
jewish,2450,high
largely,2451,high
laughing,2452,high
markets,2453,high
medium,2454,high
ohio,2455,high
opportunities,2456,high
papers,2457,high
perfectly,2458,high
recommend,2459,high
referred,2460,high
relevant,2461,high
seek,2462,high
sending,2463,high
solo,2464,high
spoke,2465,high
stands,2466,high
talks,2467,high
ticket,2468,high
unable,2469,high
upset,2470,high
wing,2471,high
answers,2473,high
birds,2474,high
bomb,2475,high
creative,2476,high
cycle,2477,high
dealing,2478,high
directed,2479,high
don,2480,high
educational,2481,high
entertainment,2482,high
extreme,2483,high
facility,2484,high
fields,2485,high
goods,2486,high
hang,2487,high
holds,2488,high
info,2489,high
mainly,2490,high
maximum,2491,high
newspaper,2492,high
offering,2493,high
painting,2494,high
republic,2495,high
reserve,2496,high
returns,2497,high
row,2498,high
salt,2499,high
scared,2500,high
scottish,2501,high
shares,2502,high
statistics,2503,high
switch,2504,high
territory,2505,high
threat,2506,high
tickets,2507,high
wales,2508,high
adults,2509,high
affect,2510,high
appointed,2511,high
armed,2512,high
aside,2513,high
assistance,2514,high
bell,2515,high
blow,2516,high
bond,2517,high
boyfriend,2518,high
careful,2519,high
circumstances,2520,high
communications,2521,high
concerns,2522,high
controlled,2523,high
corporation,2524,high
cry,2525,high
danger,2526,high
deals,2527,high
delivery,2528,high
deserve,2529,high
devices,2530,high
dollar,2531,high
dreams,2532,high
empty,2533,high
enjoyed,2534,high
explained,2535,high
faces,2536,high
folks,2537,high
fucked,2538,high
gender,2539,high
instance,2540,high
kim,2541,high
kinda,2542,high
matches,2543,high
mile,2544,high
motion,2545,high
moves,2546,high
nick,2547,high
pacific,2548,high
prize,2549,high
realized,2550,high
reasonable,2551,high
receiving,2552,high
register,2553,high
resolution,2554,high
rural,2555,high
ryan,2556,high
saving,2557,high
sees,2558,high
singing,2559,high
spain,2560,high
tools,2561,high
typical,2562,high
universe,2563,high
warning,2564,high
wars,2565,high
wednesday,2566,high
admit,2567,high
attitude,2568,high
branch,2569,high
brazil,2570,high
conducted,2571,high
decades,2572,high
dedicated,2573,high
definition,2574,high
drawing,2575,high
favor,2576,high
flag,2577,high
frame,2578,high
guest,2579,high
ha,2580,high
heaven,2581,high
independence,2582,high
institutions,2583,high
jackson,2585,high
kiss,2586,high
load,2587,high
plot,2588,high
possibility,2589,high
random,2590,high
recovery,2591,high
rent,2592,high
replace,2593,high
represent,2594,high
reviews,2595,high
scenes,2596,high
seeking,2597,high
senator,2598,high
sentence,2599,high
teeth,2600,high
tips,2601,high
trained,2602,high
understood,2603,high
academic,2604,high
academy,2605,high
accurate,2606,high
achieve,2607,high
adam,2608,high
afford,2609,high
andrew,2610,high
assume,2611,high
bbc,2612,high
bottle,2613,high
bunch,2614,high
category,2615,high
chat,2616,high
cheese,2617,high
chemical,2618,high
clinton,2619,high
competitive,2620,high
detail,2621,high
diet,2622,high
em,2623,high
favourite,2624,high
fruit,2625,high
harder,2626,high
index,2628,high
item,2629,high
